fingerprint,minutia,dA0,dA1,dA2,dA3,dA4,dA5,dA6,dA7,dR0,dR1,dR2,dR3,dR4,dR5,dR6,dR7,rA30,rA60,rA90,rR30,rR60,rR90,B1,B2,B3,B4,B5,B6,B7,B8,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,score_change
B182X7I_1_1,v7,51.15662224971465,60.0,96.25487000666512,100.31948963187563,115.95257651298655,117.45637488020819,130.5526713629407,146.27713423498562,0.2368260623277881,0.27776587105976386,0.4456052968524279,0.46442217369781474,0.5367944736125605,0.5437562046687199,0.6043846080051053,0.6771799267817799,0,1,2,0,1,1,13.0,15.0,14.0,31.0,13.0,37.0,32.0,216.0,154.51539399045538,243.64417495714483,124.13010235415601,65.64417495714481,164.1704365248421,245.1354855622395,153.50143432404792,82.13548556223948,171.95758009409315,232.58276716956522,135.9299693469589,76.58276716956522,172.72610404264822,8.619655276155129,358.4725319496259,12.619655276155129,-0.287393
B182X7I_1_1,v8,14.142135623730951,25.612496949731394,36.40054944640259,70.34912934784623,76.05918747922567,76.55716818169282,86.57944328765345,94.03190947758107,0.06547004366951574,0.1185712920876281,0.16851383873390036,0.32567645319334176,0.3521107743710834,0.35441614176427905,0.4008135746777414,0.43531425405755286,2,3,7,2,1,4,340.0,340.0,355.0,303.0,104.0,297.0,119.0,137.0,227.13010235415595,122.65980825409011,270.3401917459099,302.6598082540901,196.8152935467669,89.27242144859838,187.71059313749964,217.27242144859838,318.1196331408183,252.09061955080085,199.88649992163474,265.09061955080085,4.6325146151384615,277.6887865603668,48.845058302777765,115.6887865603668,0.077973
B182X7I_1_1,v9,28.30194339616981,36.40054944640259,41.23105625617661,43.965895873961216,50.21951811795888,65.36818798161687,67.00746227100382,74.24284477308234,0.15048903853622256,0.19355150322011785,0.219236606015707,0.23377848318894995,0.26703067317797047,0.347580221700955,0.3562966836150289,0.39476915672183904,1,5,8,1,4,3,345.0,5.0,109.0,345.0,308.0,124.0,302.0,105.0,341.00538320808346,227.13010235415595,21.815293546766895,67.13010235415601,328.96375653207355,298.54565759341574,326.1985412200659,354.5456575934157,217.27242144859838,12.619655276155129,27.31000707091613,8.619655276155129,228.27500495788925,295.2192466904846,334.3645365730973,278.2192466904846,-0.09708
B182X7I_1_1,v10,14.142135623730951,18.110770276274835,28.30194339616981,56.22277118748239,63.06346010171025,64.66065264130884,72.44308110509934,81.40024569987489,0.06999685021260905,0.08963970562806274,0.14008116916254,0.2782759972082465,0.3121341562600361,0.32003950025683514,0.35855882251225096,0.40289253031647454,3,4,8,3,1,4,20.0,360.0,15.0,323.0,317.0,124.0,139.0,157.0,67.13010235415601,110.34019174590989,302.6598082540901,270.3401917459099,176.0053832080835,89.27242144859838,187.1021652523582,217.27242144859838,203.3777027713317,265.09061955080085,311.276397042316,252.09061955080085,4.340191745909905,277.6887865603668,53.01067323360311,115.6887865603668,0.107962
B182X7I_1_1,v11,18.110770276274835,25.612496949731394,43.965895873961216,55.10898293381942,55.54277630799526,70.21395872616783,70.71067811865476,74.24957912338628,0.09001092271981574,0.12729466767207998,0.21851146005660563,0.27389284543693965,0.27604880795447323,0.3489649041064076,0.3514336103054556,0.3690220253750927,2,5,8,2,3,3,360.0,20.0,15.0,317.0,323.0,157.0,139.0,124.0,122.65980825409011,227.13010235415595,110.34019174590989,67.13010235415601,161.19854122006586,106.27500495788925,187.513831184487,228.27500495788925,168.46414363086575,80.43986920578223,42.200114841347336,94.43986920578223,349.86989764584405,65.96377305985455,298.54565759341574,230.96377305985456,0.345121
B182X7I_1_1,v12,50.566787519082126,67.08203932499369,79.07591289387686,87.70974860299168,88.52683209061533,90.79647570252934,91.39474820797966,104.69479452198185,0.27120284877974743,0.3597784446960961,0.42410471178509696,0.4704102208966782,0.4747924524048752,0.48696514209835345,0.4901738333319719,0.5615054449732851,0,1,5,0,1,4,167.0,327.0,154.0,10.0,148.0,333.0,149.0,10.0,310.5377284765778,81.77225468204583,96.30484646876602,61.772254682045826,353.5376777919744,31.072486935852957,100.38954033403479,67.07248693585296,315.20521593101347,26.859016164923098,99.59464336859145,31.859016164923105,285.8402043077035,4.340191745909905,104.14841414028783,45.34019174590992,0.282394
B182X7I_1_1,v13,16.278820596099706,24.0,39.01281840626232,44.91102314577124,48.104053883222775,50.21951811795888,52.49761899362675,55.54277630799526,0.11128752748155933,0.1640721232714705,0.2667048312799902,0.30702695524253515,0.3288555941077328,0.3433176236368165,0.3588914922908758,0.37970921838521293,2,8,8,2,6,0,176.0,354.0,161.0,194.0,157.0,52.0,158.0,37.0,8.619655276155129,305.3039482779834,266.0,303.30394827798347,251.53119928561418,246.13000769178572,94.43986920578223,99.13000769178574,292.3153156821037,334.3645365730973,89.27242144859838,49.36453657309738,322.2553283749431,324.4190761517484,25.46414363086575,23.419076151748413,-0.270798
B182X7I_1_1,v14,21.93171219946131,24.0,26.40075756488817,54.45181356024793,55.10898293381942,63.00793600809346,63.06346010171025,64.03124237432849,0.1465210641074567,0.1603388511848762,0.17637779743185827,0.36378088463263397,0.36817129223231476,0.42094250312782916,0.421313447685479,0.42777899342667475,3,5,8,3,2,3,200.0,6.0,182.0,181.0,43.0,167.0,43.0,164.0,81.77225468204583,94.43986920578223,92.0,80.43986920578223,305.3039482779834,214.38435181583588,4.386043151267273,33.384351815835885,50.513831184487,354.5456575934157,252.09061955080085,298.54565759341574,66.37770277133174,33.0754180180175,301.3401917459099,334.0754180180175,-0.09959
B182X7I_1_1,v15,21.93171219946131,41.593268686170845,44.91102314577124,46.84015371452148,50.566787519082126,65.86349520030045,70.21395872616783,72.67048919609665,0.1493024532332856,0.28315058105627683,0.3057365458701038,0.31886930650011097,0.3442387607526004,0.4483727181211653,0.47798895926123847,0.49471205056697326,1,5,8,1,4,3,160.0,342.0,166.0,341.0,193.0,347.0,203.0,324.0,61.772254682045826,303.30394827798347,277.6887865603668,305.3039482779834,80.43986920578223,31.859016164923105,340.8865817669107,26.859016164923098,323.5377284765778,19.537677791974374,33.06858282186244,353.5376777919744,65.20011484134733,23.419076151748413,284.3460974000615,324.4190761517484,-0.049167
B182X7I_1_1,v16,47.53945729601885,59.36328831862332,65.86349520030045,79.07591289387686,84.64632301523794,86.97700845625813,89.30845424706443,94.36630754670864,0.29740055193382675,0.3713688736628455,0.41203330746690425,0.4946884435990314,0.5295361919499427,0.5441166515506372,0.5587018677989442,0.5903431285215499,0,2,7,0,2,5,354.0,338.0,13.0,206.0,173.0,336.0,355.0,337.0,252.37912601136836,171.80557109226515,283.61924307119284,335.8055710922652,226.06858282186246,310.5377284765778,19.537677791974374,323.5377284765778,34.765519904458756,339.0245005320703,268.476575498932,322.02450053207025,233.95406264339834,148.80251395393555,240.23822522495774,310.80251395393555,0.179154
B183X1I_1_1,v0,26.40075756488817,32.89376840679705,42.638011210655684,53.33854141237835,64.20280367709809,74.54528824815154,92.5418824100742,99.82484660644363,0.07209501536676713,0.08982608672990773,0.11643560098172628,0.1456565385790531,0.1753245946186744,0.2035677835592948,0.2527127647010048,0.27260103549635434,1,4,6,1,3,2,358.0,224.0,347.0,346.0,341.0,173.0,334.0,328.0,303.3039482779834,209.6900675259798,202.46334506187162,255.69006752597977,294.28940686250036,75.0,284.4110812671254,254.0,286.40535663140855,318.6108352197183,357.9343489012696,330.6108352197183,158.20344790169185,79.52556837372288,188.15786211634432,253.52556837372288,-0.249609
B183X1I_1_1,v1,16.278820596099706,18.027756377319946,26.40075756488817,27.313000567495326,37.8021163428716,90.79647570252934,91.0823802938856,101.07423014794622,0.046235269625065065,0.05120261458253795,0.07498369658370946,0.07757465831463647,0.10736595020461775,0.2578810614890568,0.25869309057865614,0.2870720428085459,4,5,5,4,1,0,349.0,226.0,2.0,348.0,343.0,175.0,338.0,330.0,297.5104470780009,244.69515353123398,255.69006752597977,301.695153531234,125.30394827798347,118.41108126712538,277.7494944928668,284.4110812671254,286.4761795613614,318.6108352197183,343.40535663140855,330.6108352197183,224.76932762433873,300.30993247402023,173.0720802379928,112.30993247402017,-0.075089
B183X1I_1_1,v2,13.0,16.278820596099706,21.633307652783937,22.360679774997898,42.638011210655684,84.59905436823747,103.81233067415451,106.56922632730333,0.03763265790468975,0.047124252814218295,0.06262452817262497,0.06473013942221621,0.12342936074053319,0.2448990209307792,0.30051799434992205,0.30849871058022016,4,5,6,4,1,1,359.0,11.0,354.0,237.0,13.0,349.0,186.0,341.0,254.0,277.7494944928668,128.51044707800088,109.7494944928668,282.69006752597977,260.30993247402023,301.695153531234,323.3099324740202,127.28940686250036,80.54570118725154,215.01117747880846,236.54570118725152,337.63306930368316,261.0,164.6049654738023,236.0,0.019424
B183X1I_1_1,v3,13.0,13.0,27.313000567495326,35.22782990761707,53.33854141237835,73.49829930005184,103.16006979447037,107.56393447619885,0.038960416844202136,0.038960416844202136,0.08185583749042673,0.10557622597826247,0.15985321594523066,0.22027110600538077,0.30916610160535013,0.32236428650731946,3,5,6,3,2,1,1.0,355.0,12.0,238.0,14.0,350.0,342.0,187.0,75.0,108.69006752597983,316.3801350519596,282.69006752597977,109.7494944928668,209.6900675259798,305.480198248343,255.69006752597977,118.41108126712538,80.54570118725154,210.09372301155784,236.54570118725152,157.74563342528796,236.0,330.8803668591817,261.0,0.087898
B183X1I_1_1,v4,13.0,21.633307652783937,37.8021163428716,40.792156108742276,64.20280367709809,77.10382610480494,114.12712210513327,116.84605256490268,0.03885325639339663,0.06465572683621876,0.11297963988327686,0.12191600770249417,0.19188369172624617,0.2304411326586042,0.3410931028147098,0.34921920298926645,2,4,6,2,2,2,5.0,6.0,17.0,243.0,19.0,355.0,347.0,342.0,141.3801350519596,254.0,108.69006752597983,75.0,123.47617956136139,209.6900675259798,323.3099324740202,255.69006752597977,125.40535663140855,80.54570118725154,200.57655005518373,236.54570118725152,154.05910390287096,71.01836063115064,170.19748604606445,246.01836063115067,0.118205
B183X1I_1_1,v5,21.02379604162864,29.614185789921695,35.12833614050059,51.088159097779204,52.80151512977634,56.08029957123981,58.137767414994535,60.74537019394976,0.0745895264588832,0.10506704356158371,0.12463048789192087,0.18125373682345902,0.18733248753189852,0.19896516216236304,0.20626477408145563,0.21551618881597906,2,7,8,2,5,1,354.0,182.0,176.0,179.0,349.0,360.0,181.0,199.0,323.2736890060937,331.71059313749964,345.6893691754392,339.71059313749964,53.10090754621223,85.89727103094762,290.76364169072616,268.89727103094765,268.3039482779834,247.48445318953566,58.9335144988741,78.48445318953566,59.054813770962454,50.73522627210761,240.77514056883192,248.7352262721076,-0.121986
B183X1I_1_1,v6,49.01020301937138,72.11102550927978,73.49829930005184,77.10382610480494,84.2140130857092,84.59905436823747,86.68333173107735,90.78546139112804,0.1876573850648866,0.27610917008587293,0.2814209655061539,0.2952263303134348,0.3224508471274443,0.32392514912518805,0.33190573307636806,0.34761256303783467,0,1,7,0,1,6,347.0,352.0,10.0,5.0,174.0,11.0,179.0,358.0,142.16913932790743,246.01836063115067,112.30993247402017,71.01836063115064,40.09372301155785,141.3801350519596,25.57655005518373,316.3801350519596,323.9143832200251,356.54619073104334,46.011177478808456,13.546190731043374,344.3099324740202,59.054813770962454,125.15270588665112,58.05481377096244,-0.153149
B183X1I_1_1,v7,18.027756377319946,47.885279575251516,56.08029957123981,59.77457653551382,69.77105417004964,91.19758768739445,92.5418824100742,102.20078277586722,0.05334823279396091,0.1417034371175695,0.16595436581589387,0.17688657187473544,0.20646842359299797,0.26987441123375444,0.27385248517197536,0.3024353689464789,1,4,5,1,3,1,199.0,179.0,360.0,354.0,182.0,176.0,26.0,349.0,174.17983011986422,192.80140948635182,359.70595254340105,352.8014094863518,238.9335144988741,149.27368900609378,253.52556837372288,323.2736890060937,36.700427788667184,285.8778695378843,54.227716390620174,99.8778695378843,4.203447901691831,57.74356283647073,247.48445318953566,200.74356283647072,-0.175584
B183X1I_1_1,v8,21.02379604162864,41.617304093369626,42.44997055358225,50.24937810560445,58.0,59.77457653551382,62.24146527838174,68.96375859826666,0.07421493647321482,0.1469109371761497,0.14985028686950172,0.17738254293096223,0.20474258344797983,0.2110069176618982,0.21971514480488985,0.2434451396498612,1,6,8,1,5,2,6.0,182.0,355.0,188.0,205.0,6.0,187.0,185.0,149.27368900609378,57.100907546212234,22.78240703180728,53.10090754621223,246.01836063115067,290.452428251093,339.71059313749964,303.452428251093,261.0,174.17983011986422,79.52556837372288,155.17983011986428,39.31791227546154,84.03751102542182,301.4612177404419,262.0375110254218,-0.26709
B183X1I_1_1,v9,35.6931365951495,39.395431207184416,42.44997055358225,49.01020301937138,52.80151512977634,70.83078426785913,78.02563681252464,85.98255637046388,0.14567171144059857,0.16078160773549927,0.17324786922715216,0.20002165214175172,0.2154948488515979,0.2890763477587181,0.31844015782764323,0.3509141346301665,0,5,8,0,5,3,187.0,192.0,5.0,13.0,11.0,193.0,177.0,180.0,316.6900675259798,235.51044707800085,356.96248897457815,60.51044707800085,71.01836063115064,112.30993247402017,335.16913932790743,300.30993247402023,99.30394827798347,343.6893691754392,303.452428251093,345.6893691754392,316.5311992856142,250.7297320799447,17.86439045128111,73.72973207994468,0.576253
B183X1I_1_1,v10,18.027756377319946,22.360679774997898,32.89376840679705,35.22782990761707,40.792156108742276,105.01904589168576,106.02358228243375,119.0,0.049101723274103594,0.06090319214176199,0.08959188708501459,0.09594910866707378,0.11110451678420473,0.28603759791048033,0.28877362711150323,0.32411715286819176,2,5,5,2,3,0,134.0,123.0,136.0,122.0,117.0,309.0,112.0,104.0,209.6900675259798,128.51044707800088,244.69515353123398,297.5104470780009,158.46334506187162,118.41108126712538,247.48019824834302,284.4110812671254,260.30993247402023,318.6108352197183,349.90878377473746,330.6108352197183,218.88516511385544,300.30993247402023,174.07248693585296,112.30993247402017,-0.000251
B183X1I_1_1,v11,18.027756377319946,58.0,60.74537019394976,64.62197768561404,74.54528824815154,80.43009387039157,90.79647570252934,95.0789145920377,0.05291010987949166,0.17022564032822426,0.17828309548689872,0.1896606470829288,0.21878481768092492,0.23605627984045846,0.26648083131050193,0.2790494675541752,1,2,6,1,1,4,161.0,155.0,161.0,340.0,187.0,343.0,185.0,337.0,155.17983011986428,79.52556837372288,236.0,253.52556837372288,221.77514056883194,291.7636416907262,352.8014094863518,290.76364169072616,4.9343489012695585,28.14138555207534,25.562698508937473,4.141385552075349,348.40535663140855,31.059426966886974,43.379126011368356,3.0594269668869742,-0.181431
B183X1I_1_1,v12,23.021728866442675,39.395431207184416,45.69463863518345,57.0701322935211,57.697486947006624,58.137767414994535,61.326992425847855,62.24146527838174,0.1029017779124763,0.1760884222191056,0.20424441552182482,0.25509022857374086,0.25789435808112227,0.25986230945431965,0.2741174040948488,0.27820488522731907,1,6,8,1,5,2,355.0,168.0,345.0,348.0,1.0,179.0,337.0,173.0,235.51044707800085,316.6900675259798,344.96248897457815,309.69006752597977,294.8014094863518,250.7297320799447,39.8869594640517,73.72973207994468,269.67681568183826,345.6893691754392,58.05481377096244,343.6893691754392,15.942650549988286,16.131669986692657,32.31791227546155,32.13166998669264,0.217765
B183X1I_1_1,v13,29.614185789921695,38.01315561749642,38.948684188300895,40.26164427839479,50.24937810560445,57.697486947006624,69.77105417004964,70.83078426785913,0.10765307793602845,0.13818489670168105,0.14158571720232332,0.1463585715332999,0.1826658431811608,0.20974110526222614,0.2536307695754169,0.25748308574645495,1,6,8,1,5,2,178.0,344.0,354.0,357.0,172.0,359.0,178.0,167.0,343.6893691754392,13.009086901570221,21.434948822921996,359.0090869015702,99.8778695378843,85.89727103094762,255.3813945910906,268.89727103094765,331.71059313749964,32.31791227546155,88.6768156818382,39.31791227546154,34.7004277886672,78.48445318953566,290.452428251093,247.48445318953566,-0.17081
B183X1I_1_1,v14,40.26164427839479,47.885279575251516,51.088159097779204,64.62197768561404,68.96375859826666,73.33484846919642,76.94153624668537,97.49871794028884,0.12803429029493743,0.15227787875722668,0.16246321554405724,0.20550151884563694,0.2193086260249602,0.2332089373378839,0.2446784070573316,0.3100513995363546,0,3,7,0,3,4,3.0,181.0,181.0,20.0,175.0,347.0,357.0,2.0,78.38139459109061,36.700427788667184,0.7059525434010823,34.7004277886672,291.7636416907262,221.77514056883194,192.80140948635182,240.77514056883192,296.4612177404419,356.2032377549427,42.52263127117112,348.2032377549427,85.89727103094762,235.51044707800085,84.03751102542182,60.51044707800085,-0.057121
B183X1I_1_1,v15,23.021728866442675,35.12833614050059,35.6931365951495,38.948684188300895,41.617304093369626,43.289721643826724,76.94153624668537,79.90619500389191,0.09330637422878282,0.14237408914748007,0.14466320839181596,0.1578578448071972,0.16867368096708144,0.17545193896564534,0.31184173075877275,0.3238574034767225,1,6,8,1,5,2,5.0,184.0,173.0,6.0,178.0,350.0,3.0,353.0,60.51044707800085,59.054813770962454,57.100907546212234,58.05481377096244,309.69006752597977,290.452428251093,285.8778695378843,303.452428251093,20.78240703180728,356.2032377549427,324.63251461513846,348.2032377549427,268.89727103094765,250.2726017772003,42.36286858492923,60.27260177720029,-0.157847
B183X1I_1_1,v16,14.0,41.773197148410844,42.0,57.0701322935211,79.90619500389191,80.23091673413684,81.68843247363729,85.98255637046388,0.0636087707742968,0.18979583728019817,0.1908263123228904,0.2592972116512412,0.3630524886749158,0.36452785653952885,0.3711500554376584,0.3906603370540636,1,4,8,1,3,4,349.0,350.0,338.0,12.0,7.0,357.0,316.0,180.0,310.0,228.32565033042687,29.95905981967627,49.32565033042684,299.0,345.5765500551837,231.8869594640517,199.57655005518373,229.36286858492923,154.63251461513846,250.7297320799447,324.63251461513846,316.5361571867634,325.42387124493064,17.864390451281125,9.42387124493068,-0.051549
B183X1I_1_1,v17,38.01315561749642,43.289721643826724,45.69463863518345,60.959002616512684,73.33484846919642,74.81310045707235,75.92759709091287,77.52418977325722,0.15695458244866275,0.17874128244692028,0.18867107480618323,0.251696936145914,0.3027962381297497,0.3088998730356658,0.3135015787073824,0.3200938369329165,0,3,8,0,3,5,16.0,10.0,15.0,194.0,13.0,341.0,352.0,188.0,217.43494882292202,285.8778695378843,154.63251461513846,99.8778695378843,129.80140948635182,59.054813770962454,13.009086901570221,58.05481377096244,235.52263127117112,234.0189425931702,20.54497232282253,22.01894259317021,52.93805631718644,16.131669986692657,356.2032377549427,32.13166998669264,0.140105
B183X1I_1_1,v18,41.43669871020132,41.773197148410844,53.2634959423431,56.089214649520635,73.57309290766564,77.05841939723393,98.84331034521254,117.27744881263405,0.16092558930584808,0.16223243109476776,0.20685671734995142,0.21783081669472268,0.28573206123452977,0.2992678456168647,0.38387271335223794,0.4554644349071474,0,4,6,0,4,2,359.0,10.0,348.0,326.0,322.0,328.0,22.0,7.0,228.32565033042687,310.0,219.95905981967627,141.0,248.66784111834045,187.00887008282288,288.3099324740202,345.0088700828229,331.90268711422056,251.19859051364818,6.768825391968761,77.19859051364818,231.91743053697036,129.80140948635182,239.30993247402017,294.8014094863518,0.126959
B183X1I_1_1,v19,14.0,28.0,41.43669871020132,61.326992425847855,71.449282711585,75.92759709091287,83.16850365372699,94.36630754670864,0.061051026029517605,0.12210205205903521,0.18069664082384138,0.2674339864930333,0.31157514418680987,0.33110412188257476,0.36268017724283685,0.4115114213102552,2,3,7,2,1,4,11.0,349.0,1.0,23.0,327.0,8.0,18.0,191.0,141.0,141.0,299.0,299.0,49.32565033042684,29.917430536970357,218.94265054998826,231.91743053697036,323.7013546053261,352.7499673021964,240.93805631718647,213.7499673021964,219.78290480217515,316.6900675259798,10.727987818842202,309.69006752597977,0.23719
B183X1I_1_1,v20,28.0,42.0,53.2634959423431,56.08029957123981,74.81310045707235,77.10382610480494,95.69221493935649,104.0768946500615,0.11240539042651804,0.16860808563977706,0.2138251448885834,0.22513314173361795,0.3003355630676976,0.30953163131031974,0.3841543136084517,0.4178144277685625,1,4,6,1,3,2,11.0,22.0,12.0,338.0,19.0,34.0,29.0,334.0,130.0,310.0,141.0,141.0,80.66784111834045,142.30993247402023,345.0088700828229,288.3099324740202,219.54497232282256,294.8014094863518,199.57655005518373,129.80140948635182,203.64566334496033,220.4145144930725,0.7974018382342081,345.4145144930725,0.22818
B183X1I_1_1,v21,37.69615364994153,49.16299421312742,77.05841939723393,84.02380615040002,118.03812943282352,118.51160280748886,122.00409829181969,175.38529014715002,0.11607171183195185,0.15137971237314538,0.23727361506325195,0.2587210118326792,0.36345585472566055,0.36491374524718706,0.3756676256880439,0.5400357566070892,0,2,4,0,2,2,354.0,351.0,32.0,358.0,31.0,42.0,20.0,54.0,251.19859051364818,214.75948008481282,4.666858371438991,31.75948008481282,218.76882539196876,142.30993247402023,225.233825177447,288.3099324740202,221.45635863433972,310.0,225.67425937523228,141.0,223.71965971749324,345.5765500551837,235.79394299861673,199.57655005518373,0.286991
B183X1I_1_1,v22,54.70831746635972,56.08029957123981,56.089214649520635,71.449282711585,81.68843247363729,84.02380615040002,127.91012469699183,130.0,0.18189981956586104,0.18646152624745904,0.18649116801320506,0.2375618961657732,0.271606070442754,0.2793709601358653,0.4252886888238964,0.43223732036911056,0,3,6,0,3,3,356.0,22.0,34.0,33.0,44.0,2.0,353.0,41.0,21.103763034506613,0.7974018382342081,187.00887008282288,206.7974018382342,142.30993247402023,49.32565033042684,176.70135460532612,228.32565033042687,180.53615718676338,225.67425937523228,47.23382517744693,3.674259375232282,25.964068538230038,5.6870533773150385,213.7499673021964,233.687053377315,0.01697
B183X1I_1_1,v23,37.69615364994153,54.70831746635972,73.57309290766564,74.09453421137081,104.0768946500615,108.81176406988355,113.718951806636,169.84993376507393,0.1139184180895166,0.16532946676686833,0.22233913931447757,0.22391494381156904,0.3145221474929623,0.3288310034886029,0.34366060837164597,0.5132893914537725,0,2,4,0,2,2,6.0,4.0,38.0,357.0,26.0,37.0,48.0,60.0,77.19859051364818,47.23382517744693,205.10376303450664,225.233825177447,189.90268711422056,221.45471886169315,31.75948008481282,0.4547188616931521,206.7974018382342,299.0,202.89727103094762,130.0,207.13982480865766,39.8869594640517,223.39155872810971,231.8869594640517,0.241497
B183X1I_1_1,v24,49.16299421312742,74.09453421137081,126.00396819148197,127.91012469699183,167.14664220378464,167.14664220378464,170.6282508847817,223.72527796384566,0.1339039471498676,0.20180932329146503,0.343193675800986,0.34838542386390225,0.4552528889291514,0.4552528889291514,0.4647356544172686,0.6093546228427433,0,1,2,0,1,1,9.0,3.0,41.0,7.0,51.0,40.0,29.0,63.0,193.666858371439,77.19859051364818,214.75948008481282,251.19859051364818,221.45471886169315,142.30993247402023,212.9640685382301,288.3099324740202,228.59978553914337,141.0,222.40021446085666,310.0,220.83677536786274,345.5765500551837,238.38523342211155,199.57655005518373,0.137816
B185X7I_1_1,v0,16.76305461424021,27.586228448267445,31.906112267087632,47.853944456021594,72.18032973047436,78.44743462982075,88.23264701911646,88.76936408468859,0.17090038954081763,0.2812433232643606,0.32528480880484706,0.4878739547654586,0.7358829731213545,0.7997764992858286,0.8995373512041691,0.9050092152343419,2,4,8,2,2,4,172.0,355.0,339.0,336.0,330.0,208.0,31.0,331.0,50.64597536373867,328.5376777919744,294.5311992856142,331.5376777919744,357.19573393471325,77.83365417791754,295.9704078084865,254.83365417791754,273.24574256589506,254.35496178532406,295.0234559637432,312.35496178532406,89.18111108547723,109.41465652085077,249.52056560289688,229.41465652085077,-0.220415
B185X7I_1_1,v1,24.020824298928627,24.331050121192877,27.586228448267445,37.8549864614954,44.68780594300866,63.788713735268246,102.7861858422619,104.30723848324239,0.21484878403193255,0.2176235281397671,0.2467387282126582,0.3385852920609518,0.39969988741554585,0.5705436004373373,0.9193475947648964,0.9329523031752481,3,5,6,3,2,1,341.0,177.0,5.0,344.0,335.0,336.0,213.0,36.0,319.6140559696112,316.0531369460265,328.5376777919744,332.05313694602654,119.5311992856142,198.19573393471325,42.79953127261921,357.19573393471325,275.53777250790665,16.068488159492208,240.60054251665875,197.0684881594922,303.3163528195042,23.462322208025626,102.60129464500447,26.46232220802561,0.468433
B185X7I_1_1,v2,24.020824298928627,29.732137494637012,41.23105625617661,47.853944456021594,48.25971404805462,61.66036003787198,106.21205204683694,111.07204868912791,0.21093633973336848,0.26108963528981394,0.36206617981908323,0.4202243753061935,0.42378759826030193,0.5414639602359729,0.9326899533305804,0.9753675021975042,2,5,6,2,3,1,19.0,354.0,3.0,24.0,196.0,355.0,55.0,252.0,158.61405596961123,120.53777250790665,245.65382405805332,275.53777250790665,77.83365417791754,357.19573393471325,139.97040780848658,198.19573393471325,332.05313694602654,278.579226872489,218.6070748126075,257.579226872489,115.66413543310807,223.565051177078,306.06381972845696,240.56505117707798,0.5856
B185X7I_1_1,v3,31.906112267087632,37.8549864614954,41.23105625617661,45.967379738244816,67.0,70.9365914038728,73.23933369440222,73.97972695272672,0.32148134286005864,0.38142133330811223,0.4154381211291396,0.46316062710193956,0.675082247292237,0.7147467692563825,0.7379488653821359,0.745408960079296,0,4,8,0,4,4,21.0,16.0,357.0,193.0,52.0,351.0,229.0,249.0,198.19573393471325,119.5311992856142,238.79953127261922,294.5311992856142,254.83365417791754,316.0531369460265,23.88140399658215,332.05313694602654,107.0,118.06118246159178,247.5014343240479,237.0611824615918,318.9920201985587,27.53585636913425,294.6650015368618,227.53585636913425,-0.409593
B185X7I_1_1,v4,38.07886552931954,61.66036003787198,63.788713735268246,76.66159403508382,88.76936408468859,99.24716620639605,166.14752480852673,166.37908522407497,0.221295269886288,0.35833908983869883,0.3707080141575217,0.44551873870413805,0.5158830261797025,0.5767747574880592,0.9655660911203275,0.9669118041278297,0,1,5,0,1,4,359.0,5.0,24.0,201.0,29.0,8.0,60.0,237.0,16.068488159492208,245.65382405805332,43.6070748126075,71.65382405805332,84.60054251665872,331.5376777919744,278.579226872489,328.5376777919744,98.52056560289691,198.19573393471325,59.044485574181124,357.19573393471325,109.41465652085077,26.46232220802561,301.12804747359667,23.462322208025626,0.051995
B185X7I_1_1,v5,29.732137494637012,38.07886552931954,44.68780594300866,66.73080248281148,70.9365914038728,72.18032973047436,135.51752654177244,139.70325694127536,0.20765825584241096,0.26595433314212646,0.31211317522069054,0.4660681411501133,0.495442645150926,0.5041292904240089,0.9464954614453179,0.9757298706546833,1,3,6,1,2,3,6.0,1.0,25.0,202.0,9.0,30.0,61.0,258.0,71.65382405805332,43.6070748126075,197.0684881594922,218.6070748126075,120.53777250790665,331.5376777919744,308.36161631184865,328.5376777919744,76.50143432404792,357.19573393471325,123.24574256589506,198.19573393471325,118.06118246159178,223.565051177078,309.75140209036596,240.56505117707798,1.333859
B185X7I_1_1,v6,13.416407864998739,55.54277630799526,73.97972695272672,98.08669634563088,111.07204868912791,111.80339887498948,114.76933388322858,139.70325694127536,0.07796943417611496,0.32278676117195704,0.4299330721791623,0.5700306886335079,0.6454950442932147,0.649745284800958,0.6669818116509528,0.8118852680894305,1,2,3,1,1,1,163.0,340.0,111.0,132.0,108.0,127.0,304.0,102.0,223.565051177078,26.46232220802561,27.53585636913425,23.462322208025626,225.66500153686175,357.19573393471325,232.5713071912546,198.19573393471325,234.06381972845696,319.6140559696112,240.69515353123398,158.61405596961123,45.45693899994214,308.36161631184865,231.75140209036599,286.36161631184865,-0.328414
B185X7I_1_1,v7,42.579337712087536,55.54277630799526,73.23933369440222,78.44743462982075,93.53608929178085,102.7861858422619,113.87712676389407,143.17821063276352,0.25591760920396217,0.3338326823542257,0.44019555460210286,0.471498172526732,0.5621865823207821,0.6177830927717397,0.6844437605275168,0.8605541402029881,0,2,4,0,2,2,183.0,20.0,131.0,152.0,324.0,147.0,128.0,122.0,26.46232220802561,223.565051177078,227.53585636913425,240.56505117707798,269.99202019855863,357.19573393471325,267.0234559637431,198.19573393471325,74.137255949262,328.5376777919744,270.3163528195041,331.5376777919744,262.6186054089094,71.65382405805332,254.35496178532406,245.65382405805332,-0.152457
